ACWI,TLT
0.0269781597472978,-0.00366979288409919
-0.0227952455816434,0.00492484080975864
0.0445121989347506,-0.0307814750711701
0.00227882261415235,-0.0102931399821831
0.0131902600565272,-0.0022896928078282
-0.00827069820162585,0.00966820182876305
0.0324975215881782,-0.00716075182200893
-0.0313656336531105,-0.000762482445308521
0.0125528237329355,-0.0163694718230296
-0.0258382868542952,0.00530274502074413
-0.0206551052932218,-0.0210440247927783
-0.0212900184191023,0.0105216418427343
-0.0193125918333572,0.0275644989554262
-0.0238449089143407,-0.00271164546901037
-0.0119285645167033,0.000977082698861764
0.00922048931960529,-0.0187290585824282
-0.004180544291017,-0.00343316761023083
-0.00925937670109445,0.0154120347355358
0.00904984205902526,0.00501253182215322
-0.0143492716112297,0.0112409410015166
-0.0023406886493138,0.0004298400553715
0.00255325131434958,0.00813180721425511
-0.0581839086761002,0.0173256713089449
0.00740490340600664,-0.00567169779070298
0.00779432257864254,-0.010269543453103
-0.0256136940867839,0.0056242391143746
-0.119263389573039,0.0302263918149004
-0.205983938242531,-0.0149990356665981
0.0322408281893027,-0.0219163150396762
-0.101706373349896,0.0300127512902941
0.129088853929368,-0.04115374376196
-0.0264676278270124,0.0152870610220974
-0.0782664098792263,0.0096078026856663
-0.0863524061532797,0.0782872227780738
0.0994501578683456,0.0268421316601613
-0.031727680351584,0.0440404382033695
0.0504198110656708,0.0169624828760924
0.00953299694374277,0.0843529197113098
-0.0140129849053667,-0.00788310096466205
0.0606623751347462,-0.0416639644750241
-0.0453851989186394,-0.0316072677987727
-0.0545235722278035,0.0138309886653394
-0.0450280603295288,-0.0595698454888325
0.00243943998194496,-0.0372725929006679
0.0591288587420529,-0.014172233691581
-0.0504647947032639,0.00117247442741331
-0.0763400859343757,0.0146369548958551
-0.0344796356858259,-0.019825731590231
-0.0653098805266694,0.0230921766771495
0.0893064293361774,-0.0147835799239946
0.0340395455651565,0.0115171348370762
0.0500192880675909,0.0061396912241376
0.0512587074204243,-0.0158090763441381
0.0107897049133605,-0.00555367242363758
0.0183668671262769,-0.00637102415179491
0.00953299694374277,-0.0111732736251344
0.0160003480487694,-0.0350096365305088
0.074930182886654,-0.0225992240529935
-0.0488190860065556,0.0321304291597899
0.0307532464155336,-0.047093340603217
0.0372283926592876,0.00681941268283293
0.0070571924619891,-0.0470713704102153
0.0186713513695032,0.00144602532930183
-0.0411442340478447,0.0189370536916362
-0.00692837263383073,0.031138374820916
-0.0181238200784715,-0.00307050150783361
-0.0235796894043707,0.0202599722511527
0.0680057169939232,-0.0532478202499132
0.0487364307670619,0.00229896746321856
0.0141430666606861,0.0360825217132588
0.0191581640806224,-0.0466355394236766
-0.00260287207389176,0.0311165298862708
0.0198690699522568,0.00448908598993114
0.00433402799480209,0.0288017124219753
-0.00997076409749376,-0.0135616833721279
0.035587444015901,0.0155284022184956
0.0225554584936121,-0.00976828734233326
-0.0245411089161176,0.0229183269139561
-0.0221059260391079,0.0104574662384849
0.0500352131888233,-0.0319148789097907
0.0153443289591224,-0.00470347960110118
-0.00716333633960309,-0.00525211308182616
-0.0511292970692456,0.00870347705198693
0.0402871050374487,-0.0259122629727999
0.0244089764138282,0.00630171738708985
-0.00997865650931828,0.0126959446735535
-0.00310896020965545,0.0133669361876771
0.0232017876461348,-0.032257516157534
-0.0120071676099136,-0.0134823813209444
-0.00856333973444956,0.0075725652651073
0.0149380620307142,-0.0337566498659658
-0.00471812049616327,0.00200445842954267
0.0298181599918994,-0.00669718401278541
-0.0057544180369824,0.0198487515168058
-0.0528496284792817,0.0100503157496954
-0.025636132144129,0.003363874505113
-0.0140811366625457,-0.00358125294603351
0.0173218491798566,-0.019652615360914
0.0245833420284156,-0.00823880740939043
-0.00633381267417743,0.0245153761614532
0.0404700854997171,-0.0153900098769046
0.0102732313156091,0.00232372678688808
0,0.00858372999818347
0.0030152190026187,-0.0256382191042803
0.0217624153311031,0
0.0123861335459639,0.000337283301572455
-0.00763877340177466,0.00984124732953617
0.0132185222448387,0.00277824258608739
-0.0344159040778562,0.0221694402884625
-0.0880799846961216,0.0367630189984975
0.0297419878297376,-0.00735070600585175
-0.0416363765207772,0.036732732440095
0.00152636443030785,-0.0198026303966143
-0.0234034043217743,0.013279323341421
0.0340229270555783,-0.00389341930869858
0.0253303956390281,0.00287031227855117
-0.0308788943155105,0.0138255792986213
-0.0481833830896234,0.0174143494954651
0.0569961928091418,-0.0156995342744031
-0.012867550282178,0.0157987667367454
0.0354239623763486,-0.0101706357136973
0.00756935304595796,0.00699098592991554
0.0233211961865329,-0.00378906505123133
-0.0437175743981895,0.0216422543415975
-0.00622589503514615,0.0360044646353899
-0.00325278037137844,-0.00652826428831954
0.0366629288758915,-0.0169438470928665
0.00385821192520908,-0.0122391243854061
0.0162333551665808,-0.00637289801073848
0.0254835569820266,0.0178393564281372
0.00644270026966121,0.0106675424847893
0.021105976562795,-0.00373509399639094
0.0104993978497592,-0.0386375471369309
-0.00200200606831036,0.0110092918953608
-0.00178288469025656,-0.00951443357965687
0.0367897081359532,-0.0245979619007501
-0.0245958042588743,-0.0223963722908112
0.00351957785056811,0.00810814009621019
-0.0242261016154939,0.00495718630301756
0.0340590389242688,-0.0227140450267953
0.0032562214691807,-0.0185072061249896
0.00605012188355181,0.000965677827984734
-0.00107768603215597,-0.00333026640328171
0.00944420928078404,0.0127240681876861
-0.00363835569373849,-0.0189849029183984
0.023939308028734,-0.00553779742609617
-0.00904222967545909,-0.00349040174466531
-0.0108315450135859,0.00436112266870392
0.0290423871316419,-0.0344193848402155
0.00475944090741232,0.00729235899057823
0.0163804450691778,0.000335275552830083
-0.0172064901547087,0.0307005567536978
0.00638448377397216,-0.016058035260337
-0.0220016669001284,0.00811591963788505
-0.0224967330190262,0.0206482230215048
0.0250119078807041,-0.0138988493368402
0.0198970104770062,0.000217013153322121
0.00654532299551391,-0.0253762745340298
-0.00983412038261289,0.0305693590809222
0.0183603998408031,-0.000755650665768215
0.0243621754770653,0.0138347525957876
-0.0288192577742086,0.0124895813911809
-0.0124631425085324,0.000105202589107734
0.000411109110014074,0.00252098727891337
0.00348758135254901,0.0119924428072205
-0.00760621907618253,-0.00145227605849119
-0.0261329813304076,0.00837341485670518
-0.00957761445702632,-0.00247369599071856
-0.013781428467134,0.000825271648240644
0.0585307554435155,-0.0351539906755312
-0.0057424807655555,0.0184132767736704
-0.0216224035608219,0.00835334729457582
0.0244977268315272,-0.00124851869745957
-0.0335762287483523,0.0192818790773588
-0.0833355114206662,0.043954354223505
-0.015565466603551,0.0312690828228357
-0.0516506702762869,0.0519561172617564
0.0365524972072429,-0.0246723712288324
0.00663349471943464,0.0363841424262237
-0.0348382847115563,0.0106092140151999
0.0383739755740633,-0.0130119228237042
-0.080572282975464,0.0737451974316867
-0.00229797509185037,-0.000248303429580155
0.02399409916893,-0.0214198716306209
0.0691758434370215,-0.0369567102228485
0.00232617665606627,-0.00722215324987108
0.0485245806694477,-0.0148718017328342
-0.0390436485241006,0.0440538393407683
0.00298750226199163,-0.00715121139681774
-0.0438574852733882,0.0314081295361959
-0.0557068196277388,0.0121597793560282
0.0836046176668761,-0.0180426180785016
0.00511631861888473,-0.0164014751053099
-0.0416826183488932,0.0469483415461109
0.0241321505737289,-0.033670441246529
-0.00449551080420463,0.0248844119382117
0.00708894873021659,-0.0210024938662157
0.00820730296669714,0.0179462592915485
0.0339793837943883,-0.0327952865314005
0.0101067848918843,0.0093593676475372
0.0253737055891836,-0.0128704280452823
-0.0100724061192263,0.00359649448578914
0.0187492004231924,-0.00351069447574304
0.00903042003402055,0.00786058526038769
0.000428000373390969,-0.00298315560540718
-0.00299985663400859,-0.0101236304841699
0.0187080517128608,-0.0399349536969522
-0.0118645753400402,0.015847899205351
0.00594992399524319,-0.00896152711370757
-0.0181726496644137,0.00630810773698265
-0.0147796719873221,0.034214372550287
0.0119710441532015,0.00196659770820329
0.013111431038539,0.00187746445428605
-0.0288117363385809,0.00722084837366133
-0.0190820215565997,0.0114460146588176
-0.0545526789920898,0.0385767735564935
0.00519116822113519,-0.00646202109146454
-0.0291329387729369,0.0548687348148125
0.0389690405910215,-0.0403075382824856
0.0150344341437476,0.00945917341566194
-0.0171340535565907,-0.0109777961320896
0.0242254147962488,0.00143873663844207
-0.00479834320395556,0.0147469623328576
-0.00137523226911984,0.0164699554445891
0.0022910042023474,0.00686651160123919
0.0192640172312406,-0.0122226467250695
0.00604232477250788,-0.00828451462643987
0.0176917318790695,-0.0135906110000157
0.00807782460524376,-0.0331611343343763
-0.00413994358610204,0.0260556043856592
-0.00745127617686059,0.0230478160348522
0.0279814574494841,-0.0293169154189927
0.0280520725757554,-0.0472996652041289
-0.0110845553640462,0.0271019290880377
-0.0182517933765181,0.021728471088954
0.0174102003002368,-0.0250247371006109
-0.0186960461437136,0.023010150839327
0.00832891912102296,-0.0181520051785222
-0.0106907153568221,0.00736562406848851
0.00343347646535719,-0.00310328751335653
-0.020561286296144,0.0299732487669147
-0.0121000098653021,0.00309094266469323
0.0382156433720486,-0.0172404593197353
0.0053118154704106,0.00465865767100659
0.00802032739190928,-0.00288902061617691
0.00398612991167813,-0.00669277856183825
0.00313581376957561,-0.0109824043233102
-0.0115462442469036,0.00863336172852591
0.0348583068337063,-0.0406327547461114
0.00467907554984537,0.012172212811425
0.0064738177312389,0.00158408005019783
0.00923328693965253,-0.0168862091003534
0.00577750222063189,-0.0213220208216462
-0.00557767930178743,0.0135822753869901
0.000798664197625421,-0.00530780065825365
-0.002798310701984,0.0045390287502336
-0.00140209729317009,0.0158525147740427
0.0200423838954515,-0.0355269675893775
0.0021587054957215,0.00876325183653393
-0.00807011289246296,0.0134713922643668
0.00296007178418689,0.00365818007955454
-0.0089065559839856,0.0420711932954037
0.0226054151709025,-0.00727275434146346
-0.0208177465288606,0.00735418838317958
0.0221773601013093,0.00454876550568883
0.0216961768802775,-0.0201381976431607
0.00888721749904731,-0.0181914254060072
0.0119761799328257,-0.0143338399077004
-0.0157483603470872,-0.00222350648486014
-0.0177298799662857,-0.0203250767881649
0.0021134947917778,-0.0113352409384344
-0.0121657820903662,0.00581547169817309
-0.0275771171345811,-0.048790147411844
-0.00139901481872462,0.0186443060862116
0.00836488001558822,-0.0385834680415282
0.0316247857933325,0.0136463381489813
0.0101329377891584,0.01364575608872
0.00171054214433308,-0.00975435705453265
0.00982624038285973,-0.0150939488786257
-0.00376791634980522,0.0069230840400083
-0.0104355227985384,-0.0369410023203631
-0.0015270442361679,0.00886067776099875
-0.024363121839551,0.0161692409723546
0.0237899149867173,-0.0281303929333365
0.0234238451471342,0.00484028036212969
0.02051253295084,0.0131435202338226
-0.0067908665246077,0.0155100463342235
-0.000921220468870221,-0.00800869676115745
0.00935697734834928,-0.00236776169877828
0.0229272700216763,0.0148708795120029
0.00534004562187995,0.0116102171616408
-0.0051615476066349,-0.0195828566880136
-0.00178607458138291,-0.0265282607963018
0.0157847243044333,0.0126839372278962
0.00105518050503939,-0.00786046673062923
0.000527173018806337,0.00518328367752741
-0.00652155198202031,-0.0147564891626759
-0.0192828329970265,0.00281376908481779
0.0150298075808868,0.010026121971598
0.0169047707442696,-0.023683553539831
-0.00876890915273165,0.00352976754260492
0.00737100866832829,0.0216874166946504
-0.00104964248184736,0.0101959019340594
-0.028946370680206,0.0187834216699958
-0.00995932601850935,0.00741563849213112
0.0151709635337989,-0.0138561557159118
0.0221581338889818,-0.00196840370787665
0.00297590012085269,0.00084404542305716
0.0104331025721223,0.0176551839611045
0.00500384274525434,-0.0249943097545469
-0.0277480536552579,0.0245336431786045
0.00828273709637006,-0.00267583353323353
0.0129034340183711,0.010478031136171
0.00742215015069458,-0.00835522148812729
-0.0192731130484072,0.0207134030546419
0.021849288113347,-0.00616000032328579
-0.00360854563881574,0.011563944484589
0.0116379937824389,0.0123193599434215
-0.000340375389361824,-0.0131281299691626
0.00492404277484848,0.0204651956440927
0.00759306361496481,-0.00742581183892543
0.00870292761755476,0.0123458495277244
0.013736282867475,-0.0222438361147894
-0.00527357341511436,0.00500586719184515
0.0111733055006145,-0.0031256865543341
-0.0161426586602973,0.0127978533614908
0.0151617631555228,-0.0228662837030651
-0.014995747024467,0.0258642928945587
0.00628934657797053,0.00824200034627243
0.000824593711633348,0.00999184256048569
-0.0253769956410954,-0.00964261157614477
-0.00253953763548243,0.0083449641840101
0.0138049275489625,0.0187803185613804
0.0106436956644433,-0.0035744563074811
0.00774490828845043,0.0148940902280374
0.00376838911597766,-0.0282836777005402
-0.0173200709340682,-0.0205149361949992
0.0058067735296401,0.0107028062942298
-0.0176907379310416,0.0121424001405499
-0.0197251737630344,0.0145487972315923
-0.0319314924291225,0.0197693597500281
-0.00159702190402733,0.00846054011100872
0.0309492383883878,-0.0112131950181782
0.0260019534279516,-0.00393356341236473
-0.00352910341411938,0.00418410652257428
0.00520524316920668,-0.00217356830726434
0.0121516194569775,0.00509204839710709
-0.000165439259442124,0.0197046601786868
-0.0006621572105594,-0.0114953360361518
-0.0440077520409776,0.0421260129958121
0.0185158387245439,-0.00341040339501753
0.0114846780930185,-0.0116670577619864
-0.0201855488765892,0.0231210076547619
-0.00791332318032989,0.029027987494687
-0.00034549071540102,0.0160451110315307
0.0150894025236479,0.0117929549397466
-0.0176843615974382,0.0257109527427231
0.0248066909853497,-0.0543886218962335
0.0210674625541776,-0.0213784269601671
0.00938664296944136,-0.0129550864154391
-0.00164039530916504,0.0233540341642486
-0.0185589241380608,-0.0476713490500371
-0.0112691796321514,0.0257387816311576
0.0332698688095139,0.0371029148847484
-0.0164965802641719,-0.00342763760074405
0.00729208468734299,-0.00252112009099026
0.0212391453178542,-0.00852703956284362
-0.00713829192293414,0.0140194726304186
0.019828220497037,-0.018271578366587
-0.00560229215049812,-0.0400733839881546
0.00272504749892022,-0.012088888861765
0.00701867011033475,-0.00753797755345342
-0.00270590164117301,-0.00983515364168497
-0.0160671832552062,0.0190042949794202
-0.0112388582003113,-0.0425348180381882
0.0042497961139798,0.0029717574910002
0.00179250102691686,0.00953477154388605
-0.00850228542931486,-0.032865391365867
-0.017391793262405,0.0066600309479794
-0.00217441339749858,0.000430967911003499
0.0177583237096925,0.0227466306839048
-0.0234678294977151,0.0222407081804175
0.00938655165401414,0.00934739011718122
-0.00837666167173801,0.0146638313899361
-0.00252670414489398,-0.00306079385492719
-0.064977130557387,0.019492568250703
0.0132309789909186,-0.0324839695137182
-0.0407849916245433,0.0026118174627614
0.0250309764254522,-0.0105708438519363
-0.00307216599736826,0.00583187073800762
-0.0204797598565682,-0.00459693437976405
0.0157628005015567,0.0245440736855658
0.0395773112346616,-0.0184740208857175
0.00783499728640447,0.0134034054994858
0.0148048944103518,-0.00590786621061046
-0.00771940984561947,-0.00341490027150559
0.00532420959322977,-0.0312706329456223
-0.0343269386749743,0.00569802366456873
0.0302074395858618,0.00641318694847737
-0.00361849425622474,0.00430788733813881
-0.000172673912595123,-0.00322914281606224
-0.044122210068716,0.0260307752792315
0.00252303620817251,-0.00429166833464834
0.0162460026981845,-0.0114259097953315
-0.0115773226605524,-0.0103131971492516
-0.0674329370839328,0.0227934665160934
-0.0271967333196237,0.0191888942171028
0.0202736170073345,-0.00326579340072275
0.0198707514778973,0.0155165139571949
-0.0295663869218026,0.0110929826312063
-0.018287803220955,0.0213673394502925
0.0318355382403155,-0.00373323738159037
0.00880386709293379,-0.00459025248591161
0.0388689027922937,-0.0139765024855585
